title,text,url,date,newspaper,section,authors
Business,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/business/page/2/,2025-05-06 00:00:00,TheZimbabwean,business,Cathy Buckle
Privacy Policy,"This Privacy Policy applies to the The Zimbabwean website (the ‘Website’) and governs data collection and usage. By using the Website, you consent to the data practices described in this statement.
Data collection
The Zimbabwean collects personally identifiable information when users submit comments, register and are logged into the Website. We also collect anonymous demographic information, which is not unique to you.
There is also information about your computer hardware and software that is automatically collected by the Website using software such as Google Analytics. This information can include your IP address, browser type, domain names, access times and referring website addresses. This information is used by The Zimbabwean for the operation of the Website, to maintain quality of the service, and to provide general statistics regarding use of the Website.
Google will use your personal data when you give consent on The Zimbabwean
To learn more, please visit this link
The Zimbabwean tracks the pages that users of the Website visit within the Website.
Use of your personal information
The Zimbabwean does not sell, rent or lease its customer or user lists to third parties. We may, from time to time, contact you on behalf of external business partners about a particular offering that may be of interest to you. In those cases, your unique personally identifiable information is not transferred to the third party. In addition, we may share data with trusted partners to help us perform statistical analysis, send you email or postal mail, provide customer support or arrange for delivery of services such as online advertising. All such third parties are prohibited from using your personal information except to provide these services, and they are required to maintain the confidentiality of your information.
Security of your personal information
Please keep in mind that if you directly disclose personally identifiable information or personally sensitive data through the Website, this information may be collected and used by others although The Zimbabwean does make endeavours to ensure your personally identifiable data is not intercepted.
The Website secures your personal information from unauthorised access, use or disclosure. The Website secures the personally identifiable information you provide on computer servers in a controlled, secure environment, protected from unauthorised access, use or disclosure.
The Zimbabwean will disclose your personal information, without notice, only if required to do so by law or in the good faith belief that such action is necessary to: (a) conform to the edicts of the law or comply with legal process served on The Zimbabwean; (b) protect and defend the rights or property of The Zimbabwean; and, (c) act under exigent circumstances to protect the personal safety of users of the Website, or the public.
Third party websites
We encourage you to review the privacy statements of websites you choose to link to from the Website so that you can understand how those websites collect, use and share your information. The Zimbabwean is not responsible for the privacy policies or other content on third party websites.
Changes to this Privacy Policy
The Zimbabwean may occasionally update this Privacy Policy. We encourage you to periodically review this Privacy Policy to be informed of how The Zimbabwean is protecting your information.
If you believe that we have not adhered to this Privacy Policy, please contact us. We will use commercially reasonable efforts to promptly determine and remedy the problem.",https://www.thezimbabwean.co/privacy-policy/,,TheZimbabwean,business,
Travel,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/travel/,2025-06-16 00:00:00,TheZimbabwean,business,express .co.uk
Advertise,,https://www.thezimbabwean.co/advertise/,,TheZimbabwean,business,
"COMMENT by Jera: 'Comrade, ambassador - pick a title - we once had savings. Remember? Billions of dollars - all lost when the Zimdollar was printed to worthlessness by Zanu (PF).",,https://www.thezimbabwean.co/2014/07/comment-by-jera-comrade-ambassador/,2014-07-29 00:00:00,TheZimbabwean,business,
The Zimbabwean,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co,2025-06-21 00:00:00,TheZimbabwean,business,Tendai Ruben Mbofana
Life after GNU,"Living expenses are getting high, bills such as electricity, water and phone have been going on unpaid for months as wages and salaries haven’t been paid in time or haven’t been paid at all.
For a family of five to have a proper meal per day, they will require $5 – $10. To commute between Glenview 8 and Eastlea surburb one will need $4 for a return journey per day – thus $20 per week and $80 per month. Given such figure it has become almost impossible for workers to afford commuting on a daily basis – hence most of female working class have resorted to prostitution to subsidize their income, hence the increase in STIs and HIV/AIDS.
As I write most the streets in Harare CBD are filled with homeless kids as their families have been wiped out by the HIV/AIDS pandemic.
All the efforts made by the GNU government have been lost as Zanu (PF) has returned the country to their old ways of plunder. The little gains of GNU have started to disappear as the international community cannot trust Mugabe or his lieutenants.
If Mugabe stays another term, Zimbabwe will become a ghost country as most of the towns and cities are now a shadow of their past. Cities like Kadoma and Kwekwe have been suffocated and are now in intensive care as their infrastructure has deteriorated. – Ephraim Chinana, London
Post published in: Letters to the Editor",https://www.thezimbabwean.co/2014/06/life-after-gnu/,2014-06-16 00:00:00,TheZimbabwean,business,
Economy,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/business/economy/,2025-06-18 00:00:00,TheZimbabwean,business,
Human Rights,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/politics/human-rights/,2025-06-16 00:00:00,TheZimbabwean,business,
Can you help?,"When I agreed to write this column under a “history” label, I was thinking a lot more widely than the party political history that is taught in schools.",https://www.thezimbabwean.co/2014/01/can-you-help/,2014-08-01 00:00:00,TheZimbabwean,business,
Zimbabwe says gold-backed currency stable but investor doubts persist,"HARARE – Zimbabwe’s gold-backed currency now has more than 100 percent reserve cover and is stable, according to the central bank, but doubts over its credibility remain, underscored by a persistent premium in the parallel market.
The Reserve Bank of Zimbabwe on Monday kept its benchmark rate unchanged at 35 percent, citing a stable exchange rate, opens new tab as one of the reasons, and reported total reserves of $701 million. The bank said the portion of transactions carried out using the Zimbabwe Gold (ZiG) currency surged to 43 percent in May from 26 percent in April 2024, the month it was introduced.
Decades of economic instability and currency devaluations mean most people still use the U.S. dollar for most purchases. But the authorities are hoping the ZiG’s gold backing will give Zimbabweans the confidence to adopt it for everyday transactions.
“ZiG is our national currency, and as the central bank, we are committed to ensuring its success by maintaining all the fundamental characteristics of sound money, including its function as a reliable store of value,” Reserve Bank Governor John Mushayavanhu wrote in response to Reuters’ questions.
“The Reserve Bank has learned from previous currency failures that maintaining optimum money supply and ensuring monetary stability is vital,” he added.
Despite the bank’s assurances, the gap between the official exchange rate and parallel market rate remains about 20 percent.
“The rate has been stable for more than three months,” said black-market trader Pearson Tambudze, attributing the stability to a scarcity of the local currency rather than restored confidence.
“There isn’t a lot of ZiG in the market,” he said.
The International Monetary Fund has welcomed the ZiG’s stability but is urging Zimbabwe to adopt tighter money-growth limits, a more transparent foreign exchange market and to make progress on clearing an estimated $12.2 billion in external arrears.
Finance Minister Mthuli Ncube, meanwhile, expressed hope last month that currency stability and appropriate monetary policy would enable Zimbabwe to raise $2.6 billion in bridge finance by mid-2026.
Investors, however, remain cautious.
“We wouldn’t invest in Zimbabwe at the current stages. The country needs to have a lot more development before we would consider it,” said Jetro Siekkinen at LGT Capital Partners.
Economists also flagged concerns over Zimbabwe’s reserve cushion, which stands at 0.8 months of import cover, well short of the IMF’s recommended three-month safety net.
“In terms of priority, I would consider the clearance of arrears with multilateral creditors to be most important,” said Lyle Begbie, an economist at Oxford Economics.
Two earlier IMF staff-monitored programmes collapsed within 15 months, and Begbie predicted similar outcomes for future efforts.
“Ultimately, we are likely years away from the IMF providing concessional financing to Zimbabwe, even if the country does everything right, which itself is not likely,” he said. – Reuters
Post published in:",https://www.thezimbabwean.co/2025/06/zimbabwe-says-gold-backed-currency-stable-but-investor-doubts-persist/,2025-06-18 00:00:00,TheZimbabwean,business,
Parliament,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/politics/parliament/,2025-05-16 00:00:00,TheZimbabwean,politics,
Arts,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/entertainment/arts/,2025-05-30 00:00:00,TheZimbabwean,arts,the conversation.com
Styling tips for portrait shoots,"What the mirror cannot always see is often conjured up somewhat uncharmingly by the camera. The camera perceives small blemishes more strongly than is the case in reality. We’ll tell you how to apply your make-up for a professional photo shoot. You can bet that you will look perfectly fine.
SPECIAL FEATURES
Even before a photo shoot, questions about the location and the light should be clarified. Depending on the chosen light source, colors will look completely different in the photos. This is especially true for make-up. Sunlight, for example, accentuates colors, make-up mistakes, and small skin blemishes more than studio lighting. Make-up should therefore never be too strong in daylight shots. If, on the other hand, it is a studio shoot with artificial light sources, the make-up can also be stronger, as the light swallows up colors.
TIPS AND TRICKS
Good photo makeup starts with the right preparation. It is advisable not to experiment with new skincare or cosmetic products before a photo shoot. Skin irritations and minor inflammations cannot always be removed with makeup. Eyebrows should also not be plucked immediately before the shoot. A good foundation is recommended to optimally prepare the skin for the makeup. Therefore, use a light day cream tailored to your skin type.
THE COMPLEXION
An even complexion is the be-all and end-all for professional photo make-up. A well-covering foundation or even camouflage make-up is therefore highly recommended. When selecting products, make sure that the product does not have UV protection to avoid reflective spots when using flash and that the shade of the make-up matches your skin tone. You should also make sure that the make-up matches your skin needs. If you tend to have dry skin, for example, you should not use mattifying makeup as this will dry out your skin even more, which will not look good in the photos.
For a natural finish, apply the foundation using a small make-up sponge. Work the foundation into the skin with patting movements and finish by mattifying your forehead, the bridge of your nose and your chin with a translucent powder. During a shoot, these areas tend to shine more quickly than the cheeks, for example.
Photo make-up: Contouring
To give your face more contour and, therefore, more three-dimensionality for the later photos, it is now important to contour the face correctly with a contour powder. This technique is often used by professional make-up artists so that the face does not look too flat in the pictures later. First take a contour powder that is a few shades darker than your actual skin tone and a slanted brush and use it to emphasize the areas under your cheekbones, the temples and the upper forehead up to the hairline. When applying, make sure that the lines do not look too harsh. This is best achieved by blending the product in well.
Depending on your type, you can go for a light pink or a subtle peach shade on your cheeks. This will make you look very fresh and natural in the photos. To give your face even more three-dimensionality, use a highlighter. For the best result, we recommend a liquid highlighter, as this looks the most natural. Apply it with your finger to the upper cheekbones, the bridge of the nose, and the lip line. This will make these areas stand out better in the photos later on. You can see which areas you should contour for great photo make-up in our graphic.
CONTOURING
Tips for portrait shots in black and white
If your photo shoot is a black-and-white shoot, you should be aware that these are not as flattering to the skin as color shots. In this case, the photo make-up requires stronger contours and a stronger emphasis on the lips, cheeks and eyes. It should also be noted that scars, skin problems and wrinkles are much more noticeable in black and white photos than in color photos. It is, therefore, advisable to use high-coverage make-up that does not dry out your skin.
THE EYES
Emphasize your eyes
The eyes take center stage, especially in portrait shots. Your make-up should therefore emphasize them well. The stronger the color you choose, the more defined your eyes will appear. Also, use black mascara, which you apply in several layers. You can also highlight your eyebrows with a matching eyebrow pencil.
Highlight your eye color with the right eyeshadow:
Brown eyes: You can choose all kinds of colors for brown eyes. Shades of pink and violet make the eye color stand out particularly well.
Blue eyes: For blue eyes, choose warm shades such as peach, golden brown, or champagne. These balance out the cool blue.
Green eyes: Shades of pink or brown are suitable for highlighting green eyes.
To make your eyes look expressive, you should use three different shades of color. Before you apply the colors, you can optionally use an eye primer. It serves as a primer and makes the colors look even stronger.
Then, apply the middle shade to the entire eyelid first. Apply the lightest shade to the inner corner of the eye. Use the dark shade only on the outer eyelid. Then, use a soft brush to lightly blend all the shades to create a gentle transition.
Post published in: Entertainment",https://www.thezimbabwean.co/2024/10/styling-tips-for-portrait-shoots/,2024-10-17 00:00:00,TheZimbabwean,arts,
Zimbabwe suffer defeat in Test warm-up against County XI,"Zimbabwe will go into next week’s one-off Test against England on the back of a 138-run defeat to an unheralded Professional County Club Select XI after they failed to bat out the final day in Leicester.
Set a target of 392 after the PCC XI declared on 464 for 7 an hour into the final day, Zimbabwe slipped to 51 for 4 shortly after lunch, Hampshire’s Eddie Jack knocking over three of the top four. Nick Welch counterpunched, adding 47 with Wessly Madhevere, whose 93 had steered Zimbabwe to a first-innings total of 403, and 70 with Tafadzwa Tsiga, as the tourists reached tea five down.
But Welch couldn’t convert his innings to three figures as Essex allrounder Jamal Richards struck twice during the evening session, and although Tsiga went past 50 for the second time in the match, spinners Dan Mousley and Jafar Chohan plucked out the last three wickets to condemn Zimbabwe to defeat.
Mousley had earlier scored a second-innings 154, putting on a stand of 179 with captain Josh De Caires as the PCC XI swiftly overcame a first-innings deficit of 73. De Caires, who top-scored with 79 after electing to bat on day one, added 84 before being stumped by Tsiga off Wellington Masakadza. Mousley was later joined in reaching a hundred by Thomas Rew, as the PCC XI accelerated towards their declaration.",https://www.thezimbabwean.co/2025/05/zimbabwe-suffer-defeat-in-test-warm-up-against-county-xi/,2025-05-19 00:00:00,TheZimbabwean,sports,
‘We are a passionately multiracial team’: Zimbabwe return to England transformed,"Twenty-two years is a long time, even in a sport that measures its games in days and its history in centuries. The last time England played a Test match against Zimbabwe, in 2003, Rob Key was in the middle order instead of the managing director’s job, Jimmy Anderson was a 20-year-old tearaway playing in his very first series, and the England and Wales Cricket Board was just about to launch the world’s very first professional Twenty20 tournament. Zimbabwean cricket has changed, too. Back then the team was in the earliest stages of a transformation that was meant to turn cricket from a minority game, played by the small white population, into a sport that better represented the whole country.
They have been hard years, riven by player strikes, political interference, maladministration and a miserable drop-off in results. The team temporarily withdrew from Test cricket, suspended their domestic competition and were repeatedly censured by the International Cricket Council. They lost so many players through emigration to England, Australia, South Africa and New Zealand, that even now you could build a hell of a good Zimbabwean squad out of people who are making a living overseas. And yet, at the end of it all, the process was, by one important measure, a success. The squad that came on tour in 2003 was majority white, the team that has come this year is majority black.
“Despite all the politics, despite all the chaos that we’ve been through, cricket is now a national game,” says David Coltart, “supported by an overwhelming majority of Zimbabweans, black and white and other races.” Coltart is the elected mayor of Bulawayo, a white man elected in a mostly black city. He has spent his life navigating the bitter, heated, complicated politics of his country. He has been fighting for the Zimbabwe he believes in ever since the 1990s, first as a founding member of the Movement for Democratic Change and a key figure in the opposition to Robert Mugabe, then as minister for education and sport in Morgan Tsvangirai’s coalition government.
More than five million people have emigrated from the country in that time. Coltart is one of the ones who stayed. “I believe in Zimbabwe with a passion,” he says, “I believe in its people and its future, and I believe it is a country worth fighting for.”
When Andy Flower and Henry Olonga made their public protest against “the death of democracy” in their country in 2003, it was Coltart they asked to help draft their statement. “My sadness is that Henry and Andy didn’t stay in the country,” he says, “because they remain hugely influential figures. It’s not a criticism. I understand why they felt compelled to leave. But we need figures like them.” He mourns Heath Streak, who did stay, but who died in 2023. “Heath provided inspiration to people on both sides of the argument. He was a white man who was fluent in Ndebele, and who attracted a lot of sympathy and affection from a lot of black people, and yet he remained an inspirational people for white farmers who’d been dispossessed of their land.”
For Coltart, the Zimbabwean team is emblematic of the society it represents. “We punch above our weight.” Which is why he believes transformation had to happen.
“It was very necessary,” Coltart says. “Cricket in Zimbabwe 30 years ago was a minority sport. If you just looked at the crowds they were, relatively speaking, very few black people in them. Even aside from the principle of the matter, that situation was completely unsustainable.” He just wishes it had been done differently. He makes a comparison with the redistribution of land, and the violent farm takeovers which were the cause of so much pain, grief and injustice in the 2000s. “The land holdings were unjust,” he says, “But we could have done it without violence. Now, there wasn’t violence in cricket, but I think that when you look at the dreadful collapse of cricket in 2004, that could have been avoided.”
When Zimbabwe stopped playing Test cricket, Coltart helped lead the campaign to restore it. In government he spent a lot of time lobbying the English to start playing fixtures against his country again. The ECB turned its back on the country, even after the end of the Mugabe regime. It was only when Richard Gould took over as the chief executive of the ECB that things finally changed. “They disregarded us and while I understand the reasons, I’ve never felt that England should not be playing Zimbabwe,” Coltart says. “Although I’m a strident critic of the Zimbabwean regime, I’ve always believed in the power of sport to bridge divides.”
Even now, he would be against a boycott of Afghan cricket on similar grounds. “Because if the players and the board members themselves are trying to do the right thing but are being constrained by the government, then you’ve got to support them and encourage them, not boycott them. Use the game, the opportunities it provides, to build relations, and to hold them to higher standards.”
He is still trying to do that in his own country now, as mayor. Bulawayo has just won the right to host the Street Child Cricket World Cup. But Coltart is deeply concerned about the way the sport is being run. “There’s still far too much politics involved in Zimbabwe Cricket, in the running of the organisation, and even in the selection policies. I still fear that we’re not spending the money that we get as best we should. I’m a politician, but I don’t think politicians should be anywhere near cricket administration. I would rather see people whose primary attribute is a great passion for cricket being involved in the running of the sport. I’d like to see our best players from the past dominating the selection panel, black and white.”
Still, he beams when he thinks that Zimbabwe are going to play a Test at Trent Bridge this week. “Despite the politics, despite the abuse of the rule of law and corruption in the country, all the concerns that I have regarding the government, the vast majority of Zimbabweans are united. It’s a wonderful country and you will see that in our cricket, we are a passionately multiracial team, and that’s a wonderful projection of our country.”",https://www.thezimbabwean.co/2025/05/we-are-a-passionately-multiracial-team-zimbabwe-return-to-england-transformed/,2025-05-20 00:00:00,TheZimbabwean,sports,
Rugby,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/sport/rugby/,2025-03-01 00:00:00,TheZimbabwean,sports,iol .co.za
Entertainment,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/entertainment/page/4/,2023-01-25 00:00:00,TheZimbabwean,arts,the conversation.com
Women behind the lens: ‘This is how I see Zimbabwe - thriving in the face of challenges’,"I took this image, titled Lotus, of Rosebud Tsikira – a model, award-winning makeup artist and colleague – in a recreational park in Harare, Zimbabwe. I chose the location because the lotus flower emerges here from murky waters and, despite difficult living conditions, produces beautiful blooms.
This is how I view Zimbabwe and our people because we are inherently strong and resourceful. We have a deep well of creativity and perseverance that allows us to thrive even in the face of challenges.
Rosebud’s spirit, like the lotus, reflects resilience and liberation. Her boldness is reflected in the way she commands attention from the camera. She is holding an African staff which is symbolic of authority, dominance and presence.
I created Rosebud’s African-Victorian dress with my designer, blending Victorian style with African wax print. The pattern on the fabric mirrors the shape of the Lotus plants.
I use African prints in every shoot. They show how cultures and communities connect: people share them as gifts, buy them as souvenirs, or wear them while travelling. My photography is about making connections too – between dreams and reality, and between the past, present, and future. Photography’s magic is capturing fleeting moments and making them last for ever.
Lotus is part of a larger project entitled Birds of a Paradise, representing everyday people from contemporary life in Zimbabwe – and new beginnings. This image captures the transformative power of new beginnings – the lotus that started off as a seed and is now in full bloom; the light reflecting on the lotus leaves; Rosebud standing strong – and signifies hope on the horizon for us Zimbabweans.",https://www.thezimbabwean.co/2024/06/women-behind-the-lens-this-is-how-i-see-zimbabwe-thriving-in-the-face-of-challenges/,2024-04-06 00:00:00,TheZimbabwean,arts,
Business Analysis,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/business/business-analysis/,2025-03-01 00:00:00,TheZimbabwean,business,
